Resultado das Analogias
Base            | Target          | Palavras Preditas                        | Acurácia da Analogias
gelo            | água            | transformers, bolo, queima, palito, pacotinho, amargor, sapatos, estêve, touro, salada | 0.0000
congelamento    | resfriamento    | fedex, equívocos, invocam, altitude, graxa, músculos, executivas, esmalte, recycling, exasperada | 0.0000
cadeira         | mesa            | sagaz, dental, cana, peluda, barco, carruagens, liso, pavimentadas, desígnio, amuletos | 0.0000
mobília         | sala            | luminárias, disal, floreira, cleuza, vinhetas, pmsp, fórums, arrefecia, mudamse, sbados | 0.0000
computador      | teclado         | aparelho, wirelles, usando, visual, instalar, virus, externo, jre, executar, gravados | 0.0000
mouse           | tela            | setas, teclado, tela, pad, drive, hd, monitor, radeon, powercolor, ipod | 1.0000
filme           | cinema          | xmen, batman, animado, trailer, assistiu, blogcitário, episodio, pornô, quicky, ator | 0.0000
diretor         | ator            | coordenador, pagaremos, salvadorenha, estadual, ministro, representante, integrarao, câmara, especialista, mestrado | 0.0000
teclado         | instrumento     | cpu, usb, monitor, polegadas, hd, sensor, touchscreen, placa, controladora, adaptador | 0.0000
piano           | música          | pandeiro, mangueira, altenburg, flauta, mini, naranja, franklin, servilletas, rayas, trip | 0.0000
sol             | estrela         | pés, chuva, sombra, inverno, céu, cai, prá, nuvens, areia, tomando | 0.0000
céu             | galáxia         | pés, ténue, colo, costas, deserto, vento, sábio, lama, imaginaria, mãe | 0.0000
rio             | água            | bogas, fiama, praa, cri, ppsrj, showlivre, turi, haffner, rj, xeguei | 0.0000
correnteza      | peixe           | porventura, ativa, desespero, confusos, distinção, bíblia, planeiam, brigam, crítica, vagarosamente | 0.0000
terra           | planeta         | sagrado, assaltos, céu, abundância, ventos, vítimas, helicóptero, panasqueira, afeta, revolução | 0.0000
sistema         | solar           | serviço, domínio, dispositivo, recolha, método, aplicar, efectuada, interface, código, trafego | 0.0000
hospital        | enfermeiro      | aeroporto, ticketmaster, piracicabano, colégio, junta, roma, franca, akira, câmara, agnosticismo | 0.0000
paciente        | tratamento      | tomada, medida, necessidade, dívida, tratar, perda, atingir, negócio, assegurar, determinada | 0.0000
amigo           | colega          | mando, adicionar, inesperado, colega, deixes, escrever, quebrado, jabor, apaixonado, merece | 1.0000
parceiro        | cumplicidade    | guaraplan, geek, foles, flagrastop, queromais, infladores, gazebos, guarablog, reflexologia, psworld | 0.0000
bebida          | manhã           | azuis, chucha, carne, cheiro, cinerama, claras, sabor, mel, suave, chocolate | 0.0000
conhecimento    | saber           | prática, actividade, aprofundamento, objetivos, formação, importância, desenvolver, trata, relação, reconhecimento | 0.0000
bicicleta       | pedal           | gelo, regalia, sapatos, vestir, bolo, roda, transformers, mole, fina, bolhas | 0.0000
ciclista        | passeio         | retina, aparecimento, entusiasta, cintianeguinha, diarréia, alargamento, asma, gorgonzola, minimizada, esmalte | 0.0000
cachorro        | osso            | foda, loira, gorda, bruxa, hein, comendo, puta, chapeuzinho, lindo, morena | 0.0000
brinquedo       | pet             | bolinhas, cabelo, gelo, pacotinho, luzes, enfeite, perfeitas, vermelhos, cabeceira, tetris | 0.0000
planta          | flor            | camadas, hipercapnia, aviões, hno, fluído, panoramas, traje, microplaqueta, ogar, laterais | 0.0000
jardim          | paisagismo      | fazenda, parque, guarda, aldeia, botânico, palácio, interior, sintra, artesanato, catedral | 0.0000
sapato          | pé              | tiraram, borboleta, sputnik, nana, dany, cobain, komo, balneário, borgo, ivanoalekseyevka | 0.0000
calçado         | andar           | equipaindustria, ciborgue, sportcars, curvadores, rsvp, elearning, epigrafia, empilhadeiras, camaras, colegiados | 0.0000
câmera          | fotografia      | ipod, placa, chips, hd, kodak, camera, usb, adsl, tela, lcd | 0.0000
imagem          | lente           | abaixo, ampliar, imagens, subtitle, conhecendo, escolha, dê, papel, utilizada, notícia | 0.0000
chave           | cofre           | monadic, rápida, frequência, colar, metratom, senhoritas, belinha, traba, pandora, processando | 0.0000
segurança       | senha           | modernizar, preparação, assistência, execução, visando, agilidade, justificada, empregado, constituído, créditos | 0.0000
verão           | praia           | inverno, termina, desmantelou, nabucodonozor, chegámos, dragonfly, cerimônia, salgadinho, ressurreição, garatujas | 0.0000
mão             | braço           | toque, cleanup, unravel, hipnotizado, descanso, massa, olho, mascarar, dá, sufoque | 0.0000
corpo           | movimento       | humano, tomamos, náuseas, tolice, firme, cleanup, onera, força, barulho, desconfie | 0.0000
cadeado         | chave           | unid, lanterna, aceita, côncavo, vendidos, xcm, mala, aro, troco, polegadas | 0.0000
segurança       | bloqueio        | modernizar, preparação, assistência, execução, visando, agilidade, justificada, empregado, constituído, créditos | 0.0000
avião           | piloto          | balbúrdia, tamnho, reformista, sabrosa, vagabundo, porzio, agonia, pegamos, platonismo, soca | 0.0000
viagem          | voo             | férias, estacao, londres, atrai, caminhada, magia, estação, voltei, creche, litoral | 0.0000
carro           | garagem         | saindo, porta, descer, arma, sinal, almoco, totalmente, anunciando, ligar, direto | 0.0000
estacionamento  | vaga            | lavanderia, garagem, acomodação, varanda, facilidades, petiscos, pavimento, piscina, luxo, quartos | 0.0000
universidade    | faculdade       | estadual, regional, oab, faculdade, getulio, clasp, coordenador, psiu, municipal, unifesp | 1.0000
curso           | graduação       | semestre, formacao, concurso, básico, diploma, edital, exame, relatório, recebeu, aluno | 0.0000
livraria        | livros          | mpb, astronomia, teatro, trofa, entr, escorpião, estelares, cia, flamenco, reggae | 0.0000
leitura         | estante         | mergulho, transferir, concepção, hobby, matemática, atrasa, communicator, indaguei, activação, disciplina | 0.0000
casamento       | noiva           | páscoa, moore, vareia, adquiri, testemunha, caricatura, levanta, julian, narradora, maratona | 0.0000
cerimônia       | festa           | boticas, delírio, aliança, viseu, inacabado, capicua, rivoli, onipresente, assa, quimonda | 0.0000
escola          | sala            | vila, palácio, organizou, paulista, colégio, brasília, direcção, presidência, jornalista, câmara | 0.0000
aula            | educação        | aulas, alunos, professores, traz, subchefia, provas, mesm, prova, repórteres, ciclo | 0.0000
refrigerante    | bebida          | gelo, copo, pes, molho, litros, levemente, fatias, quente, forno, junte | 0.0000
gaseificada     | lata            | iludencias, drumman, sessepe, paraeadl, transmorfos, ibateano, rebldialimites, aldaberto, verdepistache, elipticos | 0.0000
jornalista      | notícia         | gilberto, eduardo, alencar, mesquita, luiz, medeiros, viana, helena, isabel, augusto | 0.0000
reportagem      | imprensa        | matéria, entrevista, perguntado, partidria, escreve, jornal, publicou, palestra, tema, irreconhecível | 0.0000
cozinha         | fogão           | piscina, varanda, banho, banheiro, churrasqueira, cama, sala, poltrona, lareira, mesa | 0.0000
comida          | chef            | vê, cheia, unravel, lavar, transformers, soava, tomamos, gostas, pés, calor | 0.0000
pescador        | peixe           | sacerdotal, tricolor, ressucitado, sorrindo, espremer, fazeres, piedade, baleado, habita, nasce | 0.0000
mar             | barco           | sol, revoadas, monte, passeio, céu, inverno, montanhas, lago, revolto, voltei | 0.0000
guitarra        | corda           | contrabaixo, maísa, sandy, co, zper, anahi, agressão, garu, morangos, falante | 0.0000
música          | som             | poesia, musica, literatura, livros, musical, trevas, ツ, amantes, tolkien, evangelizar | 0.0000
nuvem           | céu             | cantigas, accesoriosdibujo, papelbijouterie, sertanejo, pfano, violino, nostro, bahuan, sertaneja, pagode | 0.0000
tempestade      | chuva           | szulc, derrick, janecek, cerro, martha, balbúrdia, cobiça, reformista, hua, jejum | 0.0000
perfume         | aroma           | rayban, tons, cristal, viscose, mangueira, jaqueta, naranja, animale, muppets, pano | 0.0000
quadro          | moldura         | posição, tomada, nível, proposta, expectativas, rudimentar, atividade, comando, decisão, regime | 0.0000
parede          | arte            | protetores, freijó, peniano, porcelana, calcinha, tatuagens, filmagem, duduhb, pantufinhas, escurecido | 0.0000
camisa          | roupa           | guanabara, mce, raia, laca, gol, tam, mascotemania, empate, fla, cruzeiro | 0.0000
tecido          | vestimenta      | acabamento, vidros, revestimento, panoramas, frontal, sementes, elétricos, resistente, musicol, controlamos | 0.0000
computador      | processador     | aparelho, wirelles, usando, visual, instalar, virus, externo, jre, executar, gravados | 0.0000
memória         | armazenamento   | poroso, buffer, automático, equipamento, velocidade, externa, rotação, bypass, dimensões, manuseio | 0.0000
fruta           | doce            | pietra, claras, pote, braços, pedacinhos, suaves, frango, dentes, chão, mole | 0.0000
árvore          | colheita        | fracasso, envergadura, deng, fbi, sefiroth, emilie, aprovada, grandeza, sentires, desen | 0.0000
praia           | areia           | passeio, camarote, estacao, sagaz, dunas, bar, monte, ilha, lago, resort | 0.0000
mar             | sol             | sol, revoadas, monte, passeio, céu, inverno, montanhas, lago, revolto, voltei | 1.0000
caminhão        | carga           | irlandesa, klas, microprocessador, stride, engrenagem, lypo, dianteiro, gdass, lipo, servos | 0.0000
estrada         | transporte      | guarda, serra, ponte, iludam, monte, lago, funda, beira, senhora, roça | 0.0000
janela          | cortina         | incrível, figura, vê, neutro, almoçar, trás, então, vá, ótimo, pé | 0.0000
casa            | decoração       | frente, saindo, chegando, indo, tomando, jantar, jardim, passeio, lá, pontuados | 0.0000
relógio         | pulso           | porta, lavar, roupa, escada, geladeira, janelas, dormir, orifício, saco, estoque | 0.0000
tempo           | ponteiro        | deduzi, pouco, betado, entrares, risadinha, espalhado, instante, problema, demora, ensaiando | 0.0000
piscina         | água            | lareira, varanda, cozinha, churrasqueira, poltrona, sauna, cama, luxo, quintal, chuveiro | 0.0000
natação         | mergulho        | cultoaosartistas, bloodhound, bonecadeporcelana, scorpions, rabiscados, ritzby, artemarios, mestranda, poltronieri, trudeau | 0.0000
cimento         | construção      | ogar, listradinho, zex, bica, fauna, descalços, inerte, rochas, aguieira, befana | 0.0000
prédio          | edificação      | privado, moradores, aterrissagem, policiais, urbanização, estreita, empregados, ocupando, conjunto, rodovias | 0.0000
lousa           | giz             | amarrados, vanzelli, sucumbir, pegar, rosa, lisinho, rosto, sustelo, saiote, chorões | 0.0000
professor       | aula            | dirceu, luiz, taniguchi, faculdade, fotógrafo, doutorado, pmdb, concurso, augusto, bispo | 0.0000
grama           | verde           | degraus, lenha, tons, cimento, cristais, casaco, cana, vicariato, listradinho, meele | 0.0000
jardim          | parque          | fazenda, parque, guarda, aldeia, botânico, palácio, interior, sintra, artesanato, catedral | 1.0000
piano           | música          | pandeiro, mangueira, altenburg, flauta, mini, naranja, franklin, servilletas, rayas, trip | 0.0000
tecla           | som             | pressione, côncavo, reraises, colar, teclas, pergunte, escolhendo, memo, frequência, fixará | 0.0000
caderno         | papel           | pincéis, ninjutsus, estúdio, inventou, latencia, sutra, canadianos, sapatos, sapinho, lê | 0.0000
escrita         | anotações       | leitura, viewpoint, literáriaou, evangelizar, função, configuração, aproximação, propõe, exame, aberta | 0.0000
mesa            | jantar          | cama, jantar, cabeceira, banho, cozinha, banheiro, empregada, sapatos, piauisampa, escada | 1.0000
comida          | refeição        | vê, cheia, unravel, lavar, transformers, soava, tomamos, gostas, pés, calor | 0.0000
bicicleta       | passeio         | gelo, regalia, sapatos, vestir, bolo, roda, transformers, mole, fina, bolhas | 0.0000
exercício       | saúde           | limitados, autoridade, critério, confiança, governista, esforço, resistência, despertar, integridade, consideravelmente | 0.0000
casa            | abertura        | frente, saindo, chegando, indo, tomando, jantar, jardim, passeio, lá, pontuados | 0.0000
telefone        | ligação         | fax, fone, cel, tel, rua, morada, eventosaabicorgbr, gislenealencar, cep, calaca | 0.0000
celular         | comunicação     | pc, ipod, videoclipes, apple, iphone, desbloquear, palm, mp, antropotomia, grtis | 0.0000
cadeira         | assento         | sagaz, dental, cana, peluda, barco, carruagens, liso, pavimentadas, desígnio, amuletos | 0.0000
conforto        | descanso        | elevada, respeitando, resistente, semelhança, deleites, cargas, impedindo, vocacionais, controlamos, muscular | 0.0000
pássaro         | voo             | redondeza, bnitch, cortado, levaria, inimigo, emoção, barulho, debaixo, valia, sombra | 0.0000
asa             | penas           | zona, barra, millan, dourada, funda, caxias, colombo, telefomes, pousada, duque | 0.0000
futebol         | gol             | flamengo, clube, atletico, campeonato, corinthians, folclore, jogador, fantásico, esporte, carioca | 0.0000
time            | esporte         | campeão, campeonato, corinthians, campeao, palmeiras, semifinal, desacreditado, empate, jogador, fla | 0.0000
chuva           | tempestade      | calor, quente, sol, cabeça, debaixo, pés, frio, cheia, céu, descanso | 0.0000
relâmpago       | trovão          | estéril, preciosa, tons, quadrada, colorido, flanela, pró, peludas, mangueira, carraro | 0.0000
energia         | luz             | articulações, estabilidade, máxima, resistente, consumo, reduzindo, melhora, temperatura, medição, mtbf | 0.0000
trem            | ferrovia        | crasto, lagos, paquistão, modista, talitha, fazeres, lago, ribeira, assa, ameaça | 0.0000
estação         | viagem          | pizzonia, abandona, mineira, catedral, chipie, gasoso, encerramento, auction, dragonfly, esportiva | 0.0000
sorvete         | frio            | cremoso, rodelas, recheio, creme, calda, salada, polenta, açúcar, chantilly, cremosa | 0.0000
doce            | sobremesa       | hipófise, limão, cheiro, mel, derramas, límpida, moppel, pietra, rosto, chapeuzinho | 0.0000
carteira        | dinheiro        | motorista, conexão, cheque, método, poderá, contas, equipamento, logotipo, paga, pedido | 0.0000
documento       | bolso           | processo, recebimento, procedimento, cujo, obtida, aplicação, responsável, referido, ato, julgar | 0.0000
geladeira       | frio            | forno, cabeceira, porta, garrafa, vidro, gratinar, fechadura, poltrona, relógio, roupa | 0.0000
alimento        | conservação     | traje, alocamento, êxitos, fluído, grandessíssimo, comandam, autêntico, perfuração, zuzubalandia, decolar | 0.0000
livro           | capa            | congestionamento, viewpoint, escrito, escreverei, tema, provas, conclusão, indicação, verificamos, obra | 0.0000
páginas         | leitura         | fotografias, alterações, vmod, alteracoes, ficheiro, crazyegg, bullish, validação, instruções, referentes | 0.0000
tinta           | papel           | cortina, papelão, bordadas, amargor, pistola, ovelha, lanterna, cremosa, fita, nitro | 0.0000
sombra          | árvore          | pés, vento, colo, moppel, dançando, derramas, céu, coração, soava, silêncio | 0.0000
sol             | descanso        | pés, chuva, sombra, inverno, céu, cai, prá, nuvens, areia, tomando | 0.0000
contato         | mensagem        | sugestão, solicite, parceiro, cadastro, atendimento, eqquatron, safadaz, godbless, newsletters, contactos | 0.0000
ponte           | rio             | bloomberg, beirão, guarda, senhora, jojo, ressucitado, lago, estrada, trem, ribeira | 0.0000
travessia       | estrutura       | datando, softwaremoddinghardwaresistemas, portel, gdamazio, foristas, rrs, tardia, danuse, vulvovaginite, wrestlingmusicacinemaregras | 0.0000
quadro          | parede          | posição, tomada, nível, proposta, expectativas, rudimentar, atividade, comando, decisão, regime | 0.0000
decoração       | arte            | eletrodomésticos, cacela, cataluny, maricá, moveiscamascadeiras, lavatorio, bocejos, banho, donavan, bicicletas | 0.0000
esportes        | saúde           | fitness, automobilismo, sormani, medicinais, entretenimento, basquete, escalada, gastronomia, sheslon, capotn | 0.0000
proteção        | molhado         | constituído, automação, assistência, protecção, manutenção, modernizar, execução, povoados, norma, internamente | 0.0000
sala            | sofá            | cozinha, quarto, mesa, armrio, varanda, jantar, salão, acomodação, banheiro, supermercado | 0.0000
televisão       | conforto        | pontapear, freelance, cinema, digitais, entretenimento, fotografia, cilindradas, hqs, lazer, fitness | 0.0000
churrasco       | carne           | lareira, banho, canudos, sentou, colchão, amarelinha, chantilly, chaise, torta, bocejos | 0.0000
grelha          | fogo            | contrapeso, huapi, paikuhan, ecrã, csll, psmeueu, consequências, tardia, luciarodrigues, deniseoliveira | 0.0000
férias          | descanso        | voltei, benefactor, vigiado, revelação, enfrentam, derrota, xxi, mineiro, preparativos, aquece | 0.0000
viagem          | lazer           | férias, estacao, londres, atrai, caminhada, magia, estação, voltei, creche, litoral | 0.0000
cadeira         | roda            | sagaz, dental, cana, peluda, barco, carruagens, liso, pavimentadas, desígnio, amuletos | 0.0000
mobilidade      | conforto        | contínua, construções, manutenção, rais, aplicação, potencialidades, operações, necessária, irpj, transversais | 0.0000
celular         | internet        | pc, ipod, videoclipes, apple, iphone, desbloquear, palm, mp, antropotomia, grtis | 0.0000
aplicativo      | mensagem        | ferramenta, rfc, embutido, suporte, conectividade, recolha, permite, linux, interface, desktop | 0.0000
microfone       | som             | usb, drive, caneta, kit, monitor, placa, slim, polegadas, bluetooth, lcd | 0.0000
voz             | gravação        | tira, decente, deixa, fazeis, céu, tolo, sufoque, grandessíssimo, ternura, mão | 0.0000
fotografia      | câmera          | filmagem, escultura, concertos, pintura, religio, rádio, ecologia, narrativa, tevê, sonoras | 0.0000
imagem          | álbum           | abaixo, ampliar, imagens, subtitle, conhecendo, escolha, dê, papel, utilizada, notícia | 0.0000
piloto          | avião           | inaugura, abertura, lançamento, vencedor, activo, seleção, encomendar, esportiva, faísca, atual | 0.0000
voo             | navegação       | jmartins, sugarpax, espacial, modifica, treino, mentirinhas, subchefia, corrida, salgadinho, instalada | 0.0000
bebê            | criança         | dilacerados, zuzubalandia, fluído, traspassos, qta, enchendo, viajo, comandam, seqüelas, depilando | 0.0000
pais            | família         | país, pobreza, haverá, povo, continente, retorno, pleno, defender, atingirá, atualmente | 0.0000
barco           | navegação       | arco, pés, piauisampa, sapatos, á, palha, barbarossa, desígnio, embaixo, bm | 0.0000
mar             | porto           | sol, revoadas, monte, passeio, céu, inverno, montanhas, lago, revolto, voltei | 0.0000
mochila         | escola          | torque, chipset, binoculos, aquecendo, radiador, tule, tampa, lanterna, roupeiro, rottweiler | 0.0000
material        | estudante       | recolha, método, equipamento, indaguei, através, aplicação, teste, relatório, espaço, essencial | 0.0000
caminhão        | transporte      | irlandesa, klas, microprocessador, stride, engrenagem, lypo, dianteiro, gdass, lipo, servos | 0.0000
carga           | rodovia         | saída, efetuado, poroso, vencimento, automático, ruptura, filetes, varia, saldo, traseira | 0.0000
obra            | edificação      | salvarmos, tese, figura, dada, actual, relato, conclusão, jornada, singular, viewpoint | 0.0000
praia           | sol             | passeio, camarote, estacao, sagaz, dunas, bar, monte, ilha, lago, resort | 0.0000
mar             | areia           | sol, revoadas, monte, passeio, céu, inverno, montanhas, lago, revolto, voltei | 0.0000
futebol         | bola            | flamengo, clube, atletico, campeonato, corinthians, folclore, jogador, fantásico, esporte, carioca | 0.0000
gol             | torcida         | jogue, camisa, bronze, imp, goleia, gasolina, virado, obina, metros, mts | 0.0000
tênis           | quadra          | sopas, potes, zebras, flange, susuk, dramaduração, craniano, matraca, alemaniaandorraargentinaaustraliaaustriaboliviabosniaherzbrasilbulgariablgicacanadchilechinacolombiacosta, homogêneo | 0.0000
raquete         | jogo            | pino, bordado, santem, bocal, ute, piari, soltec, infanti, brent, collie | 0.0000
parque          | descanso        | guarda, jardim, aeroporto, palácio, edifício, aldeia, sintra, interior, localizada, lago | 0.0000
controle        | voo             | automático, externa, interno, variação, impostos, consiste, utiliza, aplicação, visa, poroso | 0.0000
chuva           | água            | calor, quente, sol, cabeça, debaixo, pés, frio, cheia, céu, descanso | 0.0000
céu             | tempestade      | pés, ténue, colo, costas, deserto, vento, sábio, lama, imaginaria, mãe | 0.0000
garrafa         | água            | retire, forno, recheio, rolante, manteiga, creme, geladeira, orifício, junte, pé | 0.0000
tampa           | bebida          | cilindro, torque, acrílico, velocidades, preaquecido, casaco, arandela, radiador, alpaca, coubertin | 0.0000
ator            | peça            | atriz, jabour, pornô, cantora, criador, altman, arthur, casamento, decolou, ventrículo | 0.0000
tecla           | melodia         | pressione, côncavo, reraises, colar, teclas, pergunte, escolhendo, memo, frequência, fixará | 0.0000
ligação         | comunicação     | impressão, exibição, prevenção, reprodução, configure, geometrias, audiência, desacordo, diárias, incidents | 0.0000
computador      | internet        | aparelho, wirelles, usando, visual, instalar, virus, externo, jre, executar, gravados | 0.0000
rede            | conexão         | servico, redes, oferece, funcionamento, foco, chamadas, incentivar, serviço, publico, producao | 0.0000
parque          | natureza        | guarda, jardim, aeroporto, palácio, edifício, aldeia, sintra, interior, localizada, lago | 0.0000
homem           | mulher          | verdadeira, mulher, discípulo, tranqüilas, verdadeiro, ensinou, espremer, céu, fé, bondade | 1.0000
menino          | menina          | mãe, rapaz, menina, debaixo, garoto, morre, papai, repente, flor, pés | 1.0000
príncipe        | princesa        | estréia, inacabado, hopla, gambá, bauer, columbine, brutus, viseu, витас, spol | 0.0000
tio             | tia             | solteira, primo, chico, namorado, amanda, apaixonado, rebolativas, maroto, avó, marrone | 0.0000
sobrinho        | sobrinha        | baute, adair, hellbabe, cunha, alicept, minisitro, bochichi, iannone, cardoso, werner | 0.0000
marido          | esposa          | esposa, amante, bruxa, namorada, rapaz, puta, abandonou, mãe, partiu, menino | 1.0000
noivo           | noiva           | traspassos, feitiçaria, fumo, deng, depilando, epididimite, cerimónia, oximetria, emilie, orais | 0.0000
garoto          | garota          | menino, parecia, rapaz, namorada, menina, cantar, esposa, sorrindo, mãe, debaixo | 0.0000
rapaz           | moça            | mãe, menino, colo, bruxa, debaixo, lembra, tô, repente, tirando, menina | 0.0000
ator            | atriz           | atriz, jabour, pornô, cantora, criador, altman, arthur, casamento, decolou, ventrículo | 1.0000
cantor          | cantora         | miranda, pagodinho, marcelo, teo, cau, moura, veloso, daniel, guilherme, patrcia | 0.0000
poeta           | poetisa         | lavadeira, faria, filipe, filho, juan, rebote, unção, lobo, marcelo, zaqueu | 0.0000
autor           | autora          | autora, enviado, viewpoint, congestionamento, aceda, assunto, escreveu, propósito, mestre, tetraplégico | 1.0000
professor       | professora      | dirceu, luiz, taniguchi, faculdade, fotógrafo, doutorado, pmdb, concurso, augusto, bispo | 0.0000
doutor          | doutora         | bernardino, benedito, arruda, osmar, barcelos, sérgio, lourdes, cunha, núcleo, marcelino | 0.0000
advogado        | advogada        | médico, acusado, parecer, decisão, luizianne, aborto, senado, recorrer, assegurado, voto | 0.0000
jogador         | jogadora        | flamengo, torcida, brasileiro, partida, campeonato, futebol, corinthians, vencedor, drible, palmeiras | 0.0000
nadador         | nadadora        | overdose, avery, miranda, morre, pagodinho, ronaldo, nascida, morreu, poeta, rebolativas | 0.0000
pintor          | pintora         | confusos, discernimento, estrangeiras, esfera, porventura, depreciativo, aconselhável, planeiam, pirado, vilanovense | 0.0000
escultor        | escultora       | avancer, coreógrafo, toii, arca, nocturnal, bochichi, bronx, dolohov, dividiu, croácia | 0.0000
diretor         | diretora        | coordenador, pagaremos, salvadorenha, estadual, ministro, representante, integrarao, câmara, especialista, mestrado | 0.0000
chefe           | chefa           | abordava, actual, outors, pede, esperava, tripeiro, paciência, argpirts, propósito, pediu | 0.0000
mestre          | mestra          | vieira, bispo, filipe, felipe, luiz, prémio, revelação, propósito, actual, homenagem | 0.0000
sacerdote       | sacerdotisa     | favoritismo, dorner, emir, conviver, mentir, ressucitado, qta, hucff, contrapeso, canadiana | 0.0000
ministro        | ministra        | câmara, defende, sarney, salvadorenha, governador, estadual, adjunto, procurador, conselho, ministra | 1.0000
presidente      | presidenta      | governador, prefeito, senado, presidencia, sarney, câmara, deputado, pmdb, ministro, senador | 0.0000
leão            | leoa            | tncv, madssis, cacau, cría, incontestável, hermes, tonks, altares, nancy, empresarionline | 0.0000
tigre           | tigresa         | bondade, profunda, crackada, ressucitado, garrafão, sacerdote, favoritismo, mentir, quão, consideráveis | 0.0000
cachorro        | cadela          | foda, loira, gorda, bruxa, hein, comendo, puta, chapeuzinho, lindo, morena | 0.0000
gato            | gata            | bruxa, primo, caralho, gorda, rezar, acariciar, deitou, desesperada, dançou, burro | 0.0000
cavalo          | égua            | travado, embaixo, chora, casinha, bandido, cacete, latejando, desce, inventou, jarapatinga | 0.0000
touro           | vaca            | sentirá, descalços, temperado, glow, oscilante, clippers, estêve, convenente, casaco, aeromodelo | 0.0000
herói           | heroína         | beasts, detetor, gratidão, hunger, fantas, armamar, conseguires, ivana, sixers, colon | 0.0000
deus            | deusa           | cristo, senhor, evangelho, coracao, vossa, coração, jesus, amor, alma, amar | 0.0000
imperador       | imperatriz      | israel, holanda, itália, louvor, senaqueribe, frança, maré, tomava, shapiro, renê | 0.0000
embaixador      | embaixadora     | peixinhos, identificado, episcopal, interlagos, andré, sarney, reeleito, hospedou, quilombola, dalberto | 0.0000
governador      | governadora     | prefeito, câmara, deputado, delegado, psdb, juiz, presidente, senado, informou, tse | 0.0000
senador         | senadora        | sarney, psdb, gilvam, reeleito, mendes, menezes, micarla, barbosa, renan, teixeira | 0.0000
editor          | editora         | wewer, tornax, systemy, guiiiii, crazyegg, taggeada, views, julgue, validando, considerares | 0.0000
escritor        | escritora       | mestre, poeta, filipe, pastor, luiz, contou, teo, jesus, louvado, carlos | 0.0000
piloto          | pilota          | inaugura, abertura, lançamento, vencedor, activo, seleção, encomendar, esportiva, faísca, atual | 0.0000
sogro           | sogra           | moradora, naminha, samea, mucuri, huahuahuahauh, escasos, melgaco, pirassununga, milhafre, derani | 0.0000
genro           | nora            | satb, adair, dolohov, bahamasilhas, empilhauto, funerale, camposão, aung, midlothian, mireille | 0.0000
genro           | nora            | satb, adair, dolohov, bahamasilhas, empilhauto, funerale, camposão, aung, midlothian, mireille | 0.0000
bispo           | bispa           | eduardo, gomes, ferreira, filipe, viana, felipe, simone, miguel, mendes, alencar | 0.0000
filho           | filha           | pai, falecido, morreu, rebote, jesus, rei, poeta, cristo, esposa, senhora | 0.0000
viúvo           | viúva           | degif, reticenciasacho, etnometodolgica, firmamose, monicalual, freemiums, metodostrassen, scliente, sevelamer, emotores | 0.0000
galo            | galinha         | taça, bariloche, gattopardo, albufeira, labrador, monthiel, canadiana, viseu, poloni, patel | 0.0000
pato            | pata            | prego, shaka, purê, letargo, rosetta, cavalas, amendoim, io, nozes, assado | 0.0000
garçom          | garçonete       | hidromineral, geraizeiros, sarashar, recrie, oldschool, unaí, aromatizante, imbroglio, acrj, calulu | 0.0000
anfitrião       | anfitriã        | nikkei, rssficado, ferroviário, portuguezas, telejornal, capitalizam, parkes, npd, metodológica, contracenam | 0.0000
conde           | condessa        | gilvam, mascaro, avaí, tavares, suplente, viana, barbosa, mearim, perussi, gonçalves | 0.0000
duque           | duquesa         | caxias, foz, penha, palhota, bernardino, lagoa, metropolitana, sonkey, barroquinha, doutorando | 0.0000
visconde        | viscondessa     | mearim, fernandopolis, varginha, guaratinguetá, arce, itapecerica, amontada, uberlândia, bernardino, almacave | 0.0000
barão           | baronesa        | glaciologista, bahamasilhas, canáriasilhas, reims, bani, algodres, debajo, esmeraldino, bragança, jess | 0.0000
arcebispo       | arcebispa       | national, pardubice, warez, createcookie, newtime, schaeffler, casale, escorts, anajatuba, danie | 0.0000
abade           | abadessa        | hummes, unipac, marcondes, telmo, hfa, nets, cunha, perussi, mancham, worden | 0.0000
herdeiro        | herdeira        | rei, nasce, rimbaud, teme, consta, artilheiro, salvarmos, reflectido, desconhecem, cristo | 0.0000
guardião        | guardiã         | agudo, gough, feijó, prendeu, conversações, casado, fabizinha, mascaro, reis, cultrix | 0.0000
senhor          | senhora         | cristo, louvado, desejo, deus, coração, vossa, pai, rei, jesus, milagre | 0.0000
monge           | monja           | adolescência, enganaram, finéias, saturno, xiaoyu, toco, polvora, coxa, chifres, judá | 0.0000
patrão          | patroa          | junin, significando, honorífico, rosalind, traba, paternalismo, serva, grandcentral, descondicionamento, susanna | 0.0000
bicho           | bicha           | cacete, escroto, degusta, diabo, empinar, oponente, primata, arreganhando, safada, tô | 0.0000
governador      | governadora     | prefeito, câmara, deputado, delegado, psdb, juiz, presidente, senado, informou, tse | 0.0000
embaixador      | embaixadora     | peixinhos, identificado, episcopal, interlagos, andré, sarney, reeleito, hospedou, quilombola, dalberto | 0.0000

Acurácia do modelo: 5.66%
